URL_ID$Terme allemand$Traduction proposée$Traduction alternative$Auteur$Forme rejetée
ablass$Ablass$indulgence$rémission$Juliette Guilbaud$
acht-2$Acht$mise au ban$proscription|bannissement$Marie-Noëlle Drion|Falk Bretschneider$vogelfrei|proscription
carolina$Carolina$Caroline$grande ordonnance criminelle de l’Empereur Charles Quint$Falk Bretschneider$Aktenversendung|Halsgerichtsordnung|grande
allmende$Allmende$communaux$communs$Rachel Renault$Gemeinheiten
altglaubige$Altgläubige$« catholiques »$vieux-chrétiens|vieux-croyants$Marc Mudrak$vieux-chrétiens|vieux-croyants
altes-reich$Altes Reich$Saint-Empire moderne$$Christophe Duhamelle$
amt$Amt$bailliage territorial$$Falk Bretschneider$Amtmann|amtsässig|Cent|Schösser|schriftsässig
assessor$Assessor$assesseur$juge-assesseur$Christophe Duhamelle$
augsburger-religionsfrieden$Augsburger Religionsfrieden$paix d’Augsbourg$paix de religion d’Augsbourg|recès d’Augsbourg$Christophe Duhamelle$paix|récès
professor$Professor$professeur ordinaire (Ordentlicher Professor)|professeur extraordinaire (Ausserordentlicher Professor)|privat-docent (Privat-Dozent)$$Anne Saada$Ausserordentlicher|ordentlicher|Privatdozent
austragalgerichtsbarkeit$Austrägalgerichtsbarkeit$juridiction d’austrégale$jugement par les pairs$Christophe Duhamelle$jugement
bauer$Bauer$laboureur$(gros) paysan|tenancier$Christophe Duhamelle$
regalien-2$Regalien$régales$droits régaliens$Falk Bretschneider$Bergregal|Forstregal|Münzregal|Postregal
wildfang$Wildfang$<em>Wildfang</em>$droit d’aubaine$Luca Scholz$Besthaupt|Fanggulden|Hagestolz|Leibzins|Nachsteuer|Ungenossen|Watmal|aubaine
hochgerichtsbarkeit$Hochgerichtsbarkeit$haute justice$justice pénale|justice criminelle$Falk Bretschneider$Blutgerichtsbarkeit|Halsgerichtsbarkeit|Malefizgerichtsbarkeit|Peinliche
niedergerichtsbarkeit$Niedergerichtsbarkeit$basse justice$$Falk Bretschneider$Brüchtengericht|Femegericht|Frevelgericht|Patrimonialgerichtsbarkeit|Rügegerichtsbarkeit|Wald-
burger$Bürger$bourgeois$citoyen$Vincent Demont$citoyen
cujus-regio-ejus-religio$Cujus regio, ejus religio$<em>cujus regio|ejus religio</em>$« celui qui possède le territoire détermine la religion »$Christophe Duhamelle$celui
reichsdeputation$Reichsdeputation$députation d’Empire$$Christophe Duhamelle$Deputationstag|Reichsdeputationshauptschluss
diktatur$Diktatur$dictée publique$dictature$Christophe Duhamelle$dictature
doctor$Doctor$docteur$$Anne Saada$Licenciat|Magister|licencié|maître
domkapitel$Domkapitel$chapitre cathédral$$Christophe Duhamelle$Domherr
duodezfurst$Duodezfürst$principicule$prince de poche$Falk Bretschneider$Duodezstaat|prince
durchlaucht$Durchlaucht$Altesse sérénissime$$Sébastien Schick$
exklave-enklave$Exklave / Enklave$exclave|enclave$$Falk Bretschneider$
obrigkeit$Obrigkeit$autorité/s$supériorité$Falk Bretschneider$Erbuntertänigkeit|Huldigung
kondominat$Kondominat$condominat$$Christophe Duhamelle$Erbverbrüderung|Ganerbschaft
stift$Stift$<em>Stift</em> (avec une explication selon les contextes : ressort temporel|principauté ecclésiastique|collégiale…)$$Falk Bretschneider|Christophe Duhamelle$Erzstift|Hochstift|Reichsstift|Stift
ewiger-landfrieden$Ewiger Landfrieden$Paix publique perpétuelle$$Christophe Duhamelle$Fehde|Landfriedensbruch|faide
fiskal$Fiskal$procureur fiscal$$Juliette Guilbaud$Reichsfiskal
fraisch$Fraisch$haute justice$pénal|criminel$Falk Bretschneider$
reichsstadt$Reichsstadt$ville d’Empire$ville libre d’Empire$Vincent Demont$Freie|ville
freiherr$Freiherr$baron$$Sébastien Schick$
fremd$Fremd$étranger.$aubain.$Guillaume Garner$aubain
furst$Fürst$prince$membre du collège des princes d’Empire.$Sébastien Schick$prince
reichspralat$Reichsprälat$prélat d’Empire$$Falk Bretschneider$Fürstabtei|Kurialstimme|Reichsabtei|Virilstimme
reichsstand$Reichsstand$état d’Empire$qualité d’état d’Empire$Falk Bretschneider$Fürstenrat|Grafenbank|Kurfürstenrat|qualité
gefurstet$gefürstet$élevé au rang de prince (ou de principauté)$$Falk Bretschneider$
geistlicher-vorbehalt$Geistlicher Vorbehalt$réservat ecclésiastique$$Christophe Duhamelle$
geistliches-furstentum$Geistliches Fürstentum$principauté ecclésiastique$$Falk Bretschneider|Christophe Duhamelle$Hochstift|Stift
geleit$Geleit$droit d’escorte$escorte|sauf conduit|droit de conduit$Luca Scholz$droit|escorte|sauf
gemeinde$Gemeinde$communauté d’habitants ou communauté paroissiale$commune|paroisse$Juliette Guilbaud$commune|paroisse
gemeiner-mann$Gemeiner Mann$homme du commun$homme ordinaire|homme commun$Rachel Renault$
gemeiner-nutzen$Gemeiner Nutzen$utilité publique$bien commun|utilité commune|profit commun$Rachel Renault$
gemeiner-pfennig$Gemeiner Pfennig$denier commun$$Rachel Renault$
reichspost$Reichspost$Poste impériale$Poste de l’Empire$Falk Bretschneider$Generalpostmeister|Post|Poste
gerichtsbarkeit$Gerichtsbarkeit$juridiction ou justice$$Falk Bretschneider$
vogtei$Vogtei$bailliage$$Falk Bretschneider$Gerichtsvogtei|Kirchenvogtei|Landvogtei|Reichsvogtei|Schirmvogtei|Vogt
landesregierung$Landesregierung$instance gouvernementale chargée de …$« gouvernement territorial »$Falk Bretschneider$Gesamtregierung|instance
zunft$Zunft$tribu$corporation|guilde$Jean-Dominique Delle Luche$Gilde|Handwerk|Innung|Zunftzwang|corporation|guilde
graf-reichsgraf$Graf, Reichsgraf$comte|comte d’Empire$$Christophe Duhamelle$Reichsgraf
gravamina$Gravamina$remontrances$doléances$Sébastien Schick$
grenze$Grenze$frontière$limite$Falk Bretschneider$Landheeg|Landwehr|Reichsgrenze|Territorialgrenze|frontière|frontière|limite
herrschaft$Herrschaft$cf. ci-dessous$$Falk Bretschneider$Grundherrschaft|Gutsherrschaft|propriété|propriété|seigneurie
gute-policey$gute Policey$bonne police$$Falk Bretschneider$
hanse$Hanse$Hanse$$Vincent Demont$
hansegraf$Hansegraf$prévôt des marchands$$Jean-Dominique Delle Luche$
haus$Haus$maison$maisonnée (pour « Ganzes Haus »)$Guillaume Garner$maisonnée
herkommen$Herkommen$coutume$observance$Falk Bretschneider$Reichsherkommen|observance
herr$Herr$seigneur$maître|prince|monsieur$Rachel Renault$maître
hintersassen$Hintersassen$résident$ressortissant|habitant$Rachel Renault$
reichsgerichte$Reichsgerichte$tribunaux d’Empire$$Falk Bretschneider$Hofgericht
kaiserlicher-hofpfalzgraf$Kaiserlicher Hofpfalzgraf$comte-palatin impérial$$Vincent Demont$Hofpfalzgraf|palatinat
hoftag$Hoftag$diète de cour$voir ci-dessous$Jean-Dominique Delle Luche$
hussitensteuer$Hussitensteuer$impôt hussite$$Juliette Guilbaud$
itio-in-partes$itio in partes$<em> itio in partes</em>$séparation des Corps$Christophe Duhamelle$séparation
jus-emigrandi$jus emigrandi$<em>jus emigrandi</em>$droit confessionnel de migration$Christophe Duhamelle$jus|droit
kaiser-kaiserlich-reichs-reichisch$Kaiser-, kaiserlich / Reichs-, reichisch$impérial|de l’empereur|de l’Empire|d’Empire – selon les circonstances$$Christophe Duhamelle$
kaiserliche-kommission$Kaiserliche Kommission$commission impériale$$Christophe Duhamelle$Prinzipalkommissar
kaiserlicher-notar$Kaiserlicher Notar$notaire impérial$$Vincent Demont$Notar
kalenderstreit$Kalenderstreit$querelle du calendrier$$Christophe Duhamelle$
reichkammergericht$Reichskammergericht$Chambre de justice Impériale$Tribunal de la Chambre impériale$Christophe Duhamelle$Kammerrichter|tribunal
reichsritterschaft$Reichsritterschaft$chevalerie immédiate d’Empire$chevalerie d’Empire$Christophe Duhamelle$Karitativsubsidien|Ritterkanton|Ritterort|chevalerie
kirchenregiment$Kirchenregiment$régence de l’Église$gouvernement de l’Église$Christophe Duhamelle$gouvernement
konfession$Konfession$confession$$Christophe Duhamelle$
kotter$Kötter$manouvrier$petit paysan|masurier$Christophe Duhamelle$masurier
kreis-reichs-ritter-etc$Kreis (Reichs-, Ritter-, etc.)$Cercle (d’Empire|de la chevalerie|etc.)$$Falk Bretschneider$kreisausschreibender|Reichskreis|Ritterkreis|Cercle|cercle|prince
kurfurst$Kurfürst$prince-électeur$électeur$Christophe Duhamelle$électeur
land$Land$terre|pays|territoire|région$$Rachel Renault$
landesherrschaft$Landesherrschaft$pouvoir territorial$qualité de prince territorial$Rachel Renault$Landesherr|Territorialherrschaft|qualité
landeshoheit$Landeshoheit$supériorité territoriale$souveraineté|autorité territoriale$Rachel Renault$Territorialhoheit|autorité|souveraineté
verweisung$Verweisung$bannissement$$Falk Bretschneider$Landesverweis|Stadtverweis|Staupenschlag|Verweis|Weichbild|bannissement
landgrafschaft$Landgrafschaft$landgraviat$$Falk Bretschneider$
landtag$Landtag$diète territoriale (dans le cadre de l’Empire)$diète provinciale dans le cadre des provinces dominées par les Habsbourg|attendu qu’un territoire peut être divisé en plusieurs provinces$Clarisse Roche$landsässig|Landschaft|Landstand|diète
landvogt$Landvogt$grand-bailli$bailli régional$Jean-Dominique Delle Luche$bailli
lehnswesen$Lehnswesen$système féodal$structure féodale$Rachel Renault$architecture|structure
leibeigenschaft$Leibeigenschaft$servage$servitude$Luca Scholz$servitude
mandatsprozess$Mandatsprozess$mandement (procédure par)$mandat (procédure par)$Christophe Duhamelle$mandatum|mandat
markgrafschaft$Markgrafschaft$margraviat$comté de la marche$Falk Bretschneider$comté
nahrung$Nahrung$1. Subsistance|alimentation|besoins de première nécessité 2. gagne-pain|activité économique$$Guillaume Garner$Notdurft
normaljahr$Normaljahr$année normative$année normale|année décrétale$Christophe Duhamelle$année|année
paritat$Parität$parité$égalité juridique$Christophe Duhamelle$égalité
pfandherrschaft$Pfandherrschaft$seigneurie gagée$pays gagé|seigneurie engagée$Christophe Duhamelle$pays|seigneurie
pfrunde$Pfründe$prébende$mense$Christophe Duhamelle$mense
possessio$possessio$<em>possessio</em>$<em>possession</em>$Christophe Duhamelle$possesio|possession
sekundogenitur$Sekundogenitur$secundogéniture$$Falk Bretschneider$Primogenitur
prinz$Prinz$prince$$Sébastien Schick$prince
